"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        2204,      -7.502293977,      -5.444438009,      -6.742862023,      -3.474806669,      -5.468304133,    -0.07667749693
          0,           0,        2205,      -7.503949796,       -5.44583233,      -6.744001162,      -3.475841349,      -5.469803012,    -0.07836746934
          0,           0,        2206,       -7.50560493,      -5.447223875,      -6.745137502,      -3.476874028,      -5.471298607,    -0.08005742967
          0,           0,        2207,      -7.507259372,       -5.44861264,      -6.746271138,      -3.477904789,      -5.472790941,    -0.08174734519
          0,           0,        2208,      -7.508913116,      -5.449998618,      -6.747402007,      -3.478933347,      -5.474280003,    -0.08343725271
          0,           0,        2209,      -7.510566155,      -5.451381806,      -6.748530136,      -3.479959758,      -5.475765782,     -0.0851271178
          0,           0,        2210,      -7.512218481,      -5.452762199,      -6.749655321,      -3.480984042,      -5.477248268,    -0.08681695196
          0,           0,        2211,      -7.513870089,      -5.454139792,      -6.750777883,      -3.482006261,      -5.478727449,    -0.08850674549
          0,           0,        2212,       -7.51552097,       -5.45551458,      -6.751897651,      -3.483026353,      -5.480203316,    -0.09019651588
          0,           0,        2213,       -7.51717112,      -5.456886561,      -6.753014592,      -3.484044377,       -5.48167586,    -0.09188623816
          0,           0,        2214,       -7.51882053,      -5.458255728,      -6.754128891,      -3.485060351,      -5.483145072,    -0.09357592299
          0,           0,        2215,      -7.520469194,      -5.459622079,      -6.755240379,      -3.486074228,      -5.484610944,    -0.09526555945
          0,           0,        2216,      -7.522117104,      -5.460985609,      -6.756349145,      -3.487086044,       -5.48607354,    -0.09695515236
          0,           0,        2217,      -7.523764255,      -5.462346308,      -6.757455135,      -3.488096051,      -5.487532758,    -0.09864468593
          0,           0,        2218,      -7.525410634,      -5.463704156,      -6.758558529,      -3.489104241,       -5.48898849,     -0.1003341745
          0,           0,        2219,      -7.527056231,      -5.465059152,      -6.759659841,        -3.4901104,      -5.490440747,     -0.1020236081
          0,           0,        2220,      -7.528701048,      -5.466411306,      -6.760758636,      -3.491114543,      -5.491889516,     -0.1037129891
          0,           0,        2221,      -7.530345085,      -5.467760629,        -6.7618549,      -3.492116648,      -5.493334782,     -0.1054022976
          0,           0,        2222,      -7.531988341,      -5.469107131,      -6.762948372,      -3.493116695,      -5.494776527,     -0.1070915359
          0,           0,        2223,      -7.533630813,      -5.470450816,         -6.764039,      -3.494114706,      -5.496214739,     -0.1087807107
          0,           0,        2224,      -7.535272493,      -5.471791688,      -6.765127031,      -3.495110769,       -5.49764941,     -0.1104698107
          0,           0,        2225,      -7.536913377,      -5.473129749,      -6.766212126,      -3.496104787,      -5.499080539,     -0.1121588659
          0,           0,        2226,      -7.538553459,      -5.474465001,      -6.767294655,      -3.497096871,      -5.500508114,     -0.1138478592
          0,           0,        2227,      -7.540192735,      -5.475797445,      -6.768374499,      -3.498086941,      -5.501932119,     -0.1155367815
          0,           0,        2228,        -7.5418312,      -5.477127081,      -6.769451771,      -3.499075019,      -5.503352544,     -0.1172256326
          0,           0,        2229,      -7.543468849,      -5.478453912,      -6.770526472,      -3.500061093,      -5.504769375,     -0.1189143967
          0,           0,        2230,      -7.545105677,      -5.479777938,      -6.771598547,      -3.501045167,      -5.506182603,     -0.1206030558
          0,           0,        2231,      -7.546741679,       -5.48109916,      -6.772668048,      -3.502027295,       -5.50759222,     -0.1222916409
          0,           0,        2232,      -7.548376849,      -5.482417577,      -6.773734995,      -3.503007445,      -5.508998248,     -0.1239801305
          0,           0,        2233,      -7.550011181,      -5.483733189,      -6.774799272,      -3.503985666,      -5.510400677,     -0.1256685246
          0,           0,        2234,      -7.551644669,      -5.485045994,      -6.775860888,      -3.504961925,      -5.511799499,     -0.1273568397
          0,           0,        2235,      -7.553277306,      -5.486355991,      -6.776919836,      -3.505936218,      -5.513194706,     -0.1290450591
          0,           0,        2236,      -7.554909087,      -5.487663178,      -6.777976188,      -3.506908571,      -5.514586293,     -0.1307331838
          0,           0,        2237,      -7.556540005,      -5.488967554,      -6.779029935,      -3.507878961,      -5.515974254,     -0.1324212012
          0,           0,        2238,      -7.558170058,      -5.490269118,      -6.780080984,      -3.508847366,       -5.51735859,     -0.1341091324
          0,           0,        2239,      -7.559799239,      -5.491567868,      -6.781129433,       -3.50981382,      -5.518739311,     -0.1357969434
          0,           0,        2240,      -7.561427539,        -5.4928638,      -6.782175296,      -3.510778341,      -5.520116413,     -0.1374846609
          0,           0,        2241,      -7.563054952,      -5.494156911,      -6.783218698,      -3.511740869,      -5.521489893,     -0.1391722534
          0,           0,        2242,      -7.564681467,      -5.495447198,      -6.784259505,      -3.512701476,      -5.522859752,     -0.1408597457
          0,           0,        2243,      -7.566307078,      -5.496734659,      -6.785297889,      -3.513660158,       -5.52422599,     -0.1425471057
          0,           0,        2244,      -7.567931775,      -5.498019289,      -6.786333643,      -3.514616906,      -5.525588607,     -0.1442343591
          0,           0,        2245,      -7.569555551,      -5.499301087,      -6.787366968,      -3.515571746,      -5.526947605,     -0.1459214738
          0,           0,        2246,      -7.571178397,      -5.500580048,      -6.788397828,      -3.516524675,      -5.528302988,     -0.1476084711
          0,           0,        2247,      -7.572800304,       -5.50185617,      -6.789426144,        -3.5174757,      -5.529654757,     -0.1492953215
          0,           0,        2248,      -7.574421265,      -5.503129451,      -6.790452083,      -3.518424831,      -5.531002918,     -0.1509820392
          0,           0,        2249,       -7.57604127,      -5.504399887,      -6.791475443,      -3.519372087,      -5.532347473,     -0.1526686124
          0,           0,        2250,      -7.577660312,      -5.505667475,      -6.792496343,       -3.52031742,      -5.533688427,      -0.154355031
          0,           0,        2251,      -7.579278382,      -5.506932213,      -6.793514768,      -3.521260868,      -5.535025794,     -0.1560413052
          0,           0,        2252,      -7.580895471,      -5.508194098,       -6.79453078,       -3.52220246,      -5.536359575,      -0.157727425
          0,           0,        2253,      -7.582511571,      -5.509453128,      -6.795544267,      -3.523142156,      -5.537689773,     -0.1594133753
          0,           0,        2254,      -7.584126673,        -5.5107093,      -6.796555399,      -3.524080007,      -5.539016393,     -0.1610991738
          0,           0,        2255,      -7.585740769,      -5.511962611,       -6.79756401,      -3.525015944,      -5.540339442,     -0.1627847942
          0,           0,        2256,      -7.587353851,      -5.513213059,      -6.798570232,      -3.525950062,      -5.541658924,     -0.1644702321
          0,           0,        2257,      -7.588965909,      -5.514460642,      -6.799574098,      -3.526882315,      -5.542974847,     -0.1661555042
          0,           0,        2258,      -7.590576934,      -5.515705358,      -6.800575565,      -3.527812694,      -5.544287215,     -0.1678405782
          0,           0,        2259,      -7.592186919,      -5.516947205,        -6.8015747,      -3.528741253,      -5.545596034,     -0.1695254597
          0,           0,        2260,      -7.593795853,      -5.518186181,      -6.802571326,      -3.529667946,      -5.546901312,     -0.1712101521
          0,           0,        2261,      -7.595403729,      -5.519422285,      -6.803565662,      -3.530592821,      -5.548203054,     -0.1728946458
          0,           0,        2262,      -7.597010538,      -5.520655515,       -6.80455773,      -3.531515906,      -5.549501266,     -0.1745789241
          0,           0,        2263,       -7.59861627,      -5.521885869,      -6.805547398,       -3.53243711,      -5.550795954,      -0.176262996
          0,           0,        2264,      -7.600220918,      -5.523113347,       -6.80653472,      -3.533356558,      -5.552087126,     -0.1779468509
          0,           0,        2265,      -7.601824471,      -5.524337947,      -6.807519738,      -3.534274153,      -5.553374786,     -0.1796304743
          0,           0,        2266,      -7.603426923,      -5.525559669,      -6.808502355,      -3.535189982,      -5.554658941,     -0.1813138817
          0,           0,        2267,      -7.605028262,      -5.526778511,      -6.809482664,      -3.536103966,      -5.555939598,     -0.1829970758
          0,           0,        2268,      -7.606628482,      -5.527994472,      -6.810460732,      -3.537016198,      -5.557216762,     -0.1846800032
          0,           0,        2269,      -7.608227573,      -5.529207553,       -6.81143651,      -3.537926628,      -5.558490439,     -0.1863627021
          0,           0,        2270,      -7.609825526,      -5.530417752,      -6.812409922,      -3.538835254,      -5.559760636,     -0.1880451647
          0,           0,        2271,      -7.611422333,      -5.531625068,       -6.81338105,      -3.539742105,      -5.561027363,     -0.1897273717
          0,           0,        2272,      -7.613017984,      -5.532829503,      -6.814350003,      -3.540647234,      -5.562290627,     -0.1914093253
          0,           0,        2273,      -7.614612472,      -5.534031054,       -6.81531669,       -3.54155053,      -5.563550432,      -0.193091013
          0,           0,        2274,      -7.616205786,      -5.535229724,      -6.816281031,      -3.542452094,      -5.564806785,     -0.1947724421
          0,           0,        2275,      -7.617797919,      -5.536425511,      -6.817243216,       -3.54335188,      -5.566059691,     -0.1964535998
          0,           0,        2276,      -7.619388862,      -5.537618416,      -6.818203156,      -3.544249935,      -5.567309155,     -0.1981344873
          0,           0,        2277,      -7.620978605,       -5.53880844,      -6.819160902,      -3.545146232,      -5.568555182,     -0.1998150971
          0,           0,        2278,      -7.622567141,      -5.539995582,      -6.820116379,      -3.546040829,      -5.569797778,     -0.2014954248
          0,           0,        2279,      -7.624154459,      -5.541179844,      -6.821069652,      -3.546933646,      -5.571036946,     -0.2031754691
          0,           0,        2280,      -7.625740551,      -5.542361226,      -6.822020823,      -3.547824737,      -5.572272693,     -0.2048552249
          0,           0,        2281,      -7.627325409,      -5.543539729,      -6.822969653,      -3.548714135,      -5.573505025,     -0.2065346808
          0,           0,        2282,      -7.628909024,      -5.544715354,      -6.823916438,        -3.5496018,      -5.574733945,     -0.2082138447
          0,           0,        2283,      -7.630491386,      -5.545888102,      -6.824861101,      -3.550487767,      -5.575959461,     -0.2098927153
          0,           0,        2284,      -7.632072488,      -5.547057974,      -6.825803463,      -3.551371977,      -5.577181576,     -0.2115712664
          0,           0,        2285,      -7.633652319,      -5.548224972,       -6.82674374,      -3.552254538,      -5.578400297,     -0.2132495173
          0,           0,        2286,      -7.635230872,      -5.549389097,      -6.827681824,      -3.553135381,      -5.579615628,     -0.2149274441
          0,           0,        2287,      -7.636808137,       -5.55055035,      -6.828617906,      -3.554014538,      -5.580827575,     -0.2166050679
          0,           0,        2288,      -7.638384105,      -5.551708733,      -6.829551757,      -3.554891998,      -5.582036144,     -0.2182823497
          0,           0,        2289,      -7.639958769,      -5.552864248,      -6.830483544,      -3.555767822,      -5.583241339,     -0.2199593255
          0,           0,        2290,      -7.641532118,      -5.554016896,      -6.831413128,      -3.556641936,      -5.584443171,     -0.2216359681
          0,           0,        2291,      -7.643104144,      -5.555166681,      -6.832340814,      -3.557514383,      -5.585641667,     -0.2233122836
          0,           0,        2292,      -7.644674839,      -5.556313604,      -6.833266239,      -3.558385164,      -5.586836831,     -0.2249882602
          0,           0,        2293,      -7.646244194,      -5.557457667,       -6.83418967,      -3.559254312,      -5.588028665,     -0.2266638874
          0,           0,        2294,        -7.6478122,      -5.558598872,      -6.835111007,      -3.560121782,      -5.589217173,     -0.2283391818
          0,           0,        2295,      -7.649378847,       -5.55973722,      -6.836030297,      -3.560987633,      -5.590402359,       -0.23001414
          0,           0,        2296,      -7.650944127,      -5.560872714,      -6.836947538,      -3.561851816,      -5.591584226,     -0.2316887298
          0,           0,        2297,      -7.652508031,      -5.562005357,      -6.837862694,      -3.562714375,      -5.592762778,     -0.2333629694
          0,           0,        2298,       -7.65407055,      -5.563135151,       -6.83877595,      -3.563575322,      -5.593938019,     -0.2350368594
          0,           0,        2299,      -7.655631674,      -5.564262099,      -6.839687086,      -3.564434637,      -5.595109952,     -0.2367103908
          0,           0,        2300,      -7.657191396,      -5.565386203,      -6.840596133,      -3.565292339,      -5.596278582,     -0.2383835508
          0,           0,        2301,      -7.658749705,      -5.566507466,      -6.841503327,      -3.566148446,      -5.597443914,     -0.2400563428
          0,           0,        2302,      -7.660306594,      -5.567625891,      -6.842408458,      -3.567002906,      -5.598605955,     -0.2417287592
          0,           0,        2303,      -7.661862052,      -5.568741481,      -6.843311647,      -3.567855796,      -5.599764718,       -0.24340081
          0,           0,        2304,      -7.663416072,      -5.569854239,      -6.844212774,      -3.568707094,      -5.600920211,     -0.2450724873
          0,           0,        2305,      -7.664968643,      -5.570964169,      -6.845112029,      -3.569556815,      -5.602072439,     -0.2467437609
          0,           0,        2306,      -7.666519758,      -5.572071272,      -6.846009302,      -3.570404925,      -5.603221405,     -0.2484146731
          0,           0,        2307,      -7.668069408,      -5.573175553,      -6.846904572,      -3.571251479,      -5.604367114,     -0.2500851905
          0,           0,        2308,      -7.669617582,      -5.574277017,      -6.847797939,      -3.572096496,      -5.605509571,     -0.2517553172
          0,           0,        2309,      -7.671164274,      -5.575375664,      -6.848689388,      -3.572939891,      -5.606648781,     -0.2534250521
          0,           0,        2310,      -7.672709472,        -5.5764715,      -6.849578871,      -3.573781756,      -5.607784747,     -0.2550943699
          0,           0,        2311,      -7.674253169,      -5.577564528,      -6.850466382,      -3.574622081,      -5.608917477,     -0.2567632972
          0,           0,        2312,      -7.675795355,      -5.578654751,      -6.851352125,      -3.575460853,      -5.610046974,     -0.2584318245
          0,           0,        2313,      -7.677336021,      -5.579742175,      -6.852235941,      -3.576298076,      -5.611173244,     -0.2600999336
          0,           0,        2314,      -7.678875159,      -5.580826802,      -6.853117831,      -3.577133759,      -5.612296294,      -0.261767631
          0,           0,        2315,      -7.680412759,      -5.581908636,      -6.853997854,       -3.57796791,      -5.613416129,     -0.2634349191
          0,           0,        2316,      -7.681948814,      -5.582987686,      -6.854876018,      -3.578800583,      -5.614532756,     -0.2651017764
          0,           0,        2317,      -7.683483314,      -5.584063953,      -6.855752266,      -3.579631696,      -5.615646181,     -0.2667682152
          0,           0,        2318,      -7.685016249,      -5.585137443,      -6.856626696,      -3.580461303,      -5.616756411,     -0.2684342197
          0,           0,        2319,      -7.686547611,      -5.586208158,      -6.857499318,      -3.581289419,       -5.61786345,      -0.270099809
          0,           0,        2320,      -7.688077391,      -5.587276102,       -6.85837003,      -3.582116036,      -5.618967307,     -0.2717649464
          0,           0,        2321,      -7.689605579,      -5.588341281,      -6.859238934,      -3.582941144,      -5.620067988,     -0.2734296433
          0,           0,        2322,      -7.691132166,      -5.589403696,      -6.860106082,      -3.583764749,      -5.621165499,     -0.2750939147
          0,           0,        2323,      -7.692657143,      -5.590463355,      -6.860971264,      -3.584586902,      -5.622259847,     -0.2767577251
          0,           0,        2324,      -7.694180501,      -5.591520261,      -6.861834714,       -3.58540754,       -5.62335104,     -0.2784210959
          0,           0,        2325,      -7.695702231,      -5.592574418,      -6.862696499,      -3.586226737,      -5.624439086,      -0.280084006
          0,           0,        2326,      -7.697222324,      -5.593625832,      -6.863556306,      -3.587044464,       -5.62552399,     -0.2817464705
          0,           0,        2327,       -7.69874077,      -5.594674507,      -6.864414447,      -3.587860717,      -5.626605762,     -0.2834084484
          0,           0,        2328,      -7.700257561,      -5.595720448,      -6.865270777,      -3.588675516,      -5.627684408,     -0.2850699801
          0,           0,        2329,      -7.701772687,       -5.59676366,      -6.866125333,      -3.589488863,      -5.628759937,     -0.2867310348
          0,           0,        2330,       -7.70328614,      -5.597804149,      -6.866978137,      -3.590300771,      -5.629832355,     -0.2883916034
          0,           0,        2331,      -7.704797911,      -5.598841918,      -6.867829152,      -3.591111228,       -5.63090167,     -0.2900517148
          0,           0,        2332,       -7.70630799,      -5.599876974,      -6.868678556,       -3.59192024,      -5.631967891,      -0.291711326
          0,           0,        2333,      -7.707816368,      -5.600909321,       -6.86952607,      -3.592727842,      -5.633031027,     -0.2933704554
          0,           0,        2334,      -7.709323036,      -5.601938966,      -6.870371939,      -3.593534021,      -5.634091085,      -0.295029107
          0,           0,        2335,      -7.710827986,      -5.602965912,      -6.871216094,      -3.594338762,      -5.635148074,     -0.2966872518
          0,           0,        2336,      -7.712331208,      -5.603990167,      -6.872058436,      -3.595142088,      -5.636202003,     -0.2983448972
          0,           0,        2337,      -7.713832693,      -5.605011734,      -6.872899222,      -3.595944024,       -5.63725288,     -0.3000020391
          0,           0,        2338,      -7.715332432,       -5.60603062,       -6.87373826,      -3.596744516,      -5.638300714,     -0.3016586679
          0,           0,        2339,      -7.716830416,      -5.607046831,      -6.874575563,      -3.597543644,      -5.639345514,     -0.3033147952
          0,           0,        2340,      -7.718326637,      -5.608060371,      -6.875411286,      -3.598341377,      -5.640387288,     -0.3049703923
          0,           0,        2341,      -7.719821085,       -5.60907125,      -6.876245272,      -3.599137715,      -5.641426046,     -0.3066254804
          0,           0,        2342,      -7.721313751,      -5.610079471,      -6.877077602,      -3.599932651,      -5.642461798,     -0.3082800391
          0,           0,        2343,      -7.722804627,      -5.611085041,      -6.877908285,      -3.600726216,      -5.643494551,       -0.30993406
          0,           0,        2344,      -7.724293703,      -5.612087964,      -6.878737302,      -3.601518417,      -5.644524315,      -0.311587553
          0,           0,        2345,       -7.72578097,      -5.613088247,      -6.879564675,      -3.602309249,      -5.645551099,     -0.3132404951
          0,           0,        2346,       -7.72726642,      -5.614085895,      -6.880390423,      -3.603098686,      -5.646574913,     -0.3148929156
          0,           0,        2347,      -7.728750042,      -5.615080915,      -6.881214545,      -3.603886813,      -5.647595766,     -0.3165447612
          0,           0,        2348,      -7.730231828,      -5.616073313,      -6.882037121,      -3.604673557,      -5.648613668,     -0.3181960721
          0,           0,        2349,       -7.73171177,      -5.617063094,      -6.882857993,      -3.605458938,      -5.649628627,     -0.3198468111
          0,           0,        2350,      -7.733189857,      -5.618050264,      -6.883677285,      -3.606243003,      -5.650640655,     -0.3214969952
          0,           0,        2351,      -7.734666082,      -5.619034831,      -6.884494971,      -3.607025714,      -5.651649759,     -0.3231466148
          0,           0,        2352,      -7.736140435,      -5.620016801,      -6.885311103,      -3.607807091,      -5.652655951,     -0.3247956526
          0,           0,        2353,      -7.737612907,      -5.620996178,      -6.886125701,      -3.608587118,       -5.65365924,     -0.3264441057
          0,           0,        2354,       -7.73908349,      -5.621972972,      -6.886938563,      -3.609365842,      -5.654659636,     -0.3280919851
          0,           0,        2355,      -7.740552174,      -5.622947187,      -6.887749975,      -3.610143242,      -5.655657149,     -0.3297392691
          0,           0,        2356,       -7.74201895,       -5.62391883,      -6.888559791,      -3.610919336,      -5.656651788,     -0.3313859721
          0,           0,        2357,       -7.74348381,      -5.624887909,      -6.889368111,      -3.611694108,      -5.657643565,     -0.3330320672
          0,           0,        2358,      -7.744946745,       -5.62585443,       -6.89017484,      -3.612467566,      -5.658632489,     -0.3346775636
          0,           0,        2359,      -7.746407745,      -5.626818399,      -6.890980067,      -3.613239753,      -5.659618571,     -0.3363224493
          0,           0,        2360,      -7.747866803,      -5.627779822,      -6.891783752,      -3.614010612,      -5.660601835,     -0.3379667249
          0,           0,        2361,      -7.749323909,      -5.628738706,      -6.892585856,      -3.614780184,      -5.661582301,     -0.3396103689
          0,           0,        2362,      -7.750779056,      -5.629695057,      -6.893386581,      -3.615548501,      -5.662559976,     -0.3412534197
          0,           0,        2363,      -7.752232234,      -5.630648883,      -6.894185671,      -3.616315529,      -5.663534869,     -0.3428958149
          0,           0,        2364,      -7.753683434,      -5.631600189,      -6.894983324,       -3.61708123,      -5.664506988,     -0.3445375782
          0,           0,        2365,      -7.755132648,      -5.632548983,      -6.895779399,      -3.617845699,      -5.665476342,     -0.3461786931
          0,           0,        2366,      -7.756579867,      -5.633495272,       -6.89657405,      -3.618608912,      -5.666442938,     -0.3478191823
          0,           0,        2367,      -7.758025082,      -5.634439062,      -6.897367231,      -3.619370833,      -5.667406786,     -0.3494590329
          0,           0,        2368,      -7.759468285,      -5.635380361,      -6.898158891,      -3.620131486,      -5.668367894,      -0.351098185
          0,           0,        2369,      -7.760909466,      -5.636319176,      -6.898949158,      -3.620890887,      -5.669326272,     -0.3527367117
          0,           0,        2370,      -7.762348618,      -5.637255514,      -6.899737878,      -3.621649085,      -5.670281927,     -0.3543745521
          0,           0,        2371,      -7.763785732,      -5.638189382,      -6.900525211,      -3.622405994,      -5.671234871,     -0.3560117245
          0,           0,        2372,        -7.7652208,      -5.639120789,       -6.90131109,      -3.623161667,      -5.672185112,       -0.35764823
          0,           0,        2373,      -7.766653812,       -5.64004974,      -6.902095513,      -3.623916104,      -5.673132661,     -0.3592840412
          0,           0,        2374,       -7.76808476,      -5.640976243,      -6.902878499,      -3.624669323,      -5.674077527,     -0.3609191639
          0,           0,        2375,      -7.769513636,      -5.641900306,      -6.903660023,       -3.62542129,      -5.675019721,     -0.3625535924
          0,           0,        2376,      -7.770940431,      -5.642821936,      -6.904440185,      -3.626172038,      -5.675959254,     -0.3641873373
          0,           0,        2377,      -7.772365138,      -5.643741142,        -6.9052189,      -3.626921598,      -5.676896135,     -0.3658203591
          0,           0,        2378,      -7.773787748,      -5.644657933,      -6.905996283,      -3.627669922,      -5.677830377,     -0.3674526742
          0,           0,        2379,      -7.775208253,      -5.645572316,       -6.90677214,      -3.628417025,      -5.678761989,     -0.3690842719
          0,           0,        2380,      -7.776626644,      -5.646484298,      -6.907546668,      -3.629162914,      -5.679690983,     -0.3707151553
          0,           0,        2381,      -7.778042914,      -5.647393888,      -6.908319857,      -3.629907641,      -5.680617369,     -0.3723453005
          0,           0,        2382,      -7.779457052,       -5.64830109,      -6.909091573,      -3.630651136,      -5.681541158,     -0.3739747282
          0,           0,        2383,      -7.780869052,      -5.649205914,      -6.909861987,      -3.631393457,      -5.682462362,     -0.3756034105
          0,           0,        2384,      -7.782278904,      -5.650108366,      -6.910630947,      -3.632134548,      -5.683380991,      -0.377231329
          0,           0,        2385,      -7.783686601,      -5.651008457,      -6.911398654,      -3.632874514,      -5.684297057,     -0.3788585169
          0,           0,        2386,      -7.785092135,      -5.651906194,      -6.912164903,      -3.633613294,      -5.685210573,     -0.3804849458
          0,           0,        2387,      -7.786495497,      -5.652801581,      -6.912929826,       -3.63435086,      -5.686121547,     -0.3821106229
          0,           0,        2388,      -7.787896679,      -5.653694629,      -6.913693489,      -3.635087277,      -5.687029994,     -0.3837355199
          0,           0,        2389,      -7.789295673,      -5.654585344,      -6.914455666,      -3.635822533,      -5.687935922,     -0.3853596306
          0,           0,        2390,      -7.790692471,      -5.655473733,       -6.91521665,      -3.636556625,      -5.688839345,     -0.3869829674
          0,           0,        2391,      -7.792087065,      -5.656359806,      -6.915976234,      -3.637289557,      -5.689740273,     -0.3886055209
          0,           0,        2392,      -7.793479447,      -5.657243569,      -6.916734605,      -3.638021344,      -5.690638719,     -0.3902272862
          0,           0,        2393,      -7.794869609,       -5.65812503,      -6.917491511,      -3.638751982,      -5.691534694,      -0.391848267
          0,           0,        2394,      -7.796257543,      -5.659004198,      -6.918247177,      -3.639481464,      -5.692428209,     -0.3934684138
          0,           0,        2395,      -7.797643241,      -5.659881079,      -6.919001623,      -3.640209845,      -5.693319276,     -0.3950877788
          0,           0,        2396,      -7.799026696,      -5.660755683,      -6.919754642,      -3.640937043,      -5.694207907,     -0.3967063105
          0,           0,        2397,      -7.800407899,      -5.661628017,      -6.920506362,      -3.641663149,      -5.695094114,     -0.3983240395
          0,           0,        2398,      -7.801786843,      -5.662498088,      -6.921256925,      -3.642388073,      -5.695977908,     -0.3999409202
          0,           0,        2399,      -7.803163521,      -5.663365906,      -6.922006213,      -3.643111934,      -5.696859301,     -0.4015569759
          0,           0,        2400,      -7.804537924,      -5.664231478,        -6.9227541,      -3.643834654,      -5.697738307,     -0.4031721929
          0,           0,        2401,      -7.805910045,      -5.665094812,      -6.923500771,      -3.644556251,      -5.698614945,     -0.4047865527
          0,           0,        2402,      -7.807279877,      -5.665955917,       -6.92424632,      -3.645276778,      -5.699489222,     -0.4064000723
          0,           0,        2403,      -7.808647413,      -5.666814805,      -6.924990395,      -3.645996128,      -5.700361149,     -0.4080127405
          0,           0,        2404,      -7.810012646,      -5.667671482,       -6.92573335,      -3.646714467,      -5.701230739,     -0.4096245308
          0,           0,        2405,      -7.811375566,      -5.668525954,      -6.926475073,      -3.647431645,      -5.702098002,     -0.4112354597
          0,           0,        2406,      -7.812736168,      -5.669378231,      -6.927215569,      -3.648147769,      -5.702962951,      -0.412845502
          0,           0,        2407,      -7.814094444,      -5.670228319,      -6.927954745,       -3.64886276,      -5.703825595,     -0.4144546617
          0,           0,        2408,      -7.815450386,      -5.671076227,      -6.928692822,      -3.649576723,      -5.704685948,     -0.4160629276
          0,           0,        2409,      -7.816803988,      -5.671921963,      -6.929429637,      -3.650289588,      -5.705544021,       -0.41767031
          0,           0,        2410,      -7.818155242,      -5.672765535,      -6.930165185,      -3.651001355,      -5.706399825,     -0.4192767866
          0,           0,        2411,       -7.81950414,      -5.673606952,      -6.930899571,      -3.651712046,      -5.707253372,     -0.4208823669
          0,           0,        2412,      -7.820850677,      -5.674446221,      -6.931632778,      -3.652421701,      -5.708104673,     -0.4224870136
          0,           0,        2413,      -7.822194844,      -5.675283351,      -6.932364783,      -3.653130286,      -5.708953741,     -0.4240907614
          0,           0,        2414,      -7.823536638,      -5.676118354,      -6.933095544,      -3.653837798,      -5.709800591,     -0.4256935623
          0,           0,        2415,      -7.824876049,      -5.676951238,      -6.933825227,      -3.654544259,      -5.710645238,     -0.4272954319
          0,           0,        2416,      -7.826213072,      -5.677782009,      -6.934553713,        -3.6552497,      -5.711487699,     -0.4288963787
          0,           0,        2417,      -7.827547699,      -5.678610675,      -6.935281009,      -3.655954088,      -5.712327984,     -0.4304963493
          0,           0,        2418,      -7.828879923,      -5.679437244,       -6.93600706,      -3.656657423,      -5.713166104,     -0.4320954052
          0,           0,        2419,      -7.830209738,      -5.680261725,       -6.93673214,      -3.657359694,      -5.714002069,     -0.4336934618
          0,           0,        2420,      -7.831537137,      -5.681084178,      -6.937455308,      -3.658061248,      -5.714835736,     -0.4352904168
          0,           0,        2421,      -7.832862176,      -5.681904575,       -6.93817881,      -3.658761126,      -5.715667248,     -0.4368865466
          0,           0,        2422,      -7.834184794,      -5.682722907,      -6.938899933,      -3.659460137,      -5.716496669,     -0.4384819718
          0,           0,        2423,      -7.835504971,      -5.683539181,      -6.939619598,      -3.660158754,      -5.717324017,     -0.4400762111
          0,           0,        2424,      -7.836822703,      -5.684353405,      -6.940339396,      -3.660856563,      -5.718149303,     -0.4416693188
          0,           0,        2425,      -7.838137982,      -5.685165588,        -6.9410585,      -3.661553326,      -5.718972538,     -0.4432614184
          0,           0,        2426,      -7.839450802,      -5.685975738,      -6.941776415,      -3.662249147,      -5.719793731,     -0.4448525754
          0,           0,        2427,      -7.840761159,      -5.686783863,      -6.942493482,      -3.662944089,      -5.720612892,     -0.4464427597
          0,           0,        2428,      -7.842069045,      -5.687589973,      -6.943209631,      -3.663638057,      -5.721430031,     -0.4480319176
          0,           0,        2429,      -7.843374457,      -5.688394075,      -6.943924792,      -3.664331025,      -5.722245159,     -0.4496200679
          0,           0,        2430,      -7.844677386,      -5.689196178,      -6.944638826,      -3.665022985,      -5.723058285,     -0.4512071757
          0,           0,        2431,      -7.845977828,      -5.689996291,      -6.945351689,       -3.66571391,       -5.72386942,     -0.4527932428
          0,           0,        2432,      -7.847275775,      -5.690794423,      -6.946063533,      -3.666403856,      -5.724678573,     -0.4543782653
          0,           0,        2433,      -7.848571221,      -5.691590582,      -6.946774116,      -3.667092732,      -5.725485754,     -0.4559622609
          0,           0,        2434,      -7.849864162,      -5.692384777,      -6.947483482,      -3.667780582,      -5.726290974,     -0.4575451632
          0,           0,        2435,      -7.851154592,      -5.693177015,      -6.948191664,      -3.668467439,      -5.727094242,     -0.4591270057
          0,           0,        2436,      -7.852442504,      -5.693967306,      -6.948898774,      -3.669153204,      -5.727895569,     -0.4607077982
          0,           0,        2437,      -7.853727894,      -5.694755659,      -6.949604661,      -3.669838008,      -5.728694965,     -0.4622875072
          0,           0,        2438,      -7.855010756,       -5.69554208,      -6.950309387,      -3.670521765,       -5.72949244,     -0.4638661282
