"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         918,      -3.989493472,       1.411925163,      0.9902332152,       1.338133349
          0,           0,         919,      -3.992161874,       1.409041428,      0.9874108389,       1.338400496
          0,           0,         920,      -3.994828464,        1.40616353,      0.9845932875,       1.338665713
          0,           0,         921,      -3.997495063,       1.403290645,      0.9817800633,        1.33892902
          0,           0,         922,      -4.000162687,       1.400422105,      0.9789715055,       1.339190434
          0,           0,         923,      -4.002831195,       1.397557997,      0.9761679068,       1.339449973
          0,           0,         924,      -4.005499799,       1.394698616,      0.9733695812,       1.339707657
          0,           0,         925,      -4.008167641,       1.391844447,      0.9705768023,       1.339963501
          0,           0,         926,      -4.010834321,       1.388995677,      0.9677896522,       1.340217523
          0,           0,         927,      -4.013499641,       1.386152773,      0.9650079229,       1.340469742
          0,           0,         928,      -4.016163105,       1.383314882,       0.962231215,       1.340720172
          0,           0,         929,      -4.018824441,       1.380481686,      0.9594591748,       1.340968832
          0,           0,         930,      -4.021483699,       1.377653136,      0.9566911661,       1.341215738
          0,           0,         931,      -4.024141059,       1.374829075,      0.9539268751,       1.341460907
          0,           0,         932,      -4.026796952,       1.372009102,      0.9511662707,       1.341704353
          0,           0,         933,      -4.029451657,       1.369193752,      0.9484091539,       1.341946095
          0,           0,         934,      -4.032105498,       1.366383015,       0.945655358,       1.342186146
          0,           0,         935,      -4.034758731,       1.363576408,      0.9429051044,       1.342424523
          0,           0,         936,      -4.037411372,       1.360773484,      0.9401584332,       1.342661238
          0,           0,         937,      -4.040062898,       1.357974124,      0.9374161455,       1.342896307
          0,           0,         938,      -4.042712337,        1.35517841,      0.9346788637,       1.343129745
          0,           0,         939,      -4.045358994,       1.352386566,      0.9319464623,       1.343361567
          0,           0,         940,      -4.048002642,       1.349598563,      0.9292185632,       1.343591787
          0,           0,         941,      -4.050643223,        1.34681452,      0.9264948131,       1.343820419
          0,           0,         942,      -4.053280693,       1.344034411,      0.9237747514,       1.344047478
          0,           0,         943,      -4.055914822,       1.341258169,      0.9210580972,       1.344272979
          0,           0,         944,      -4.058545509,       1.338485822,      0.9183444807,       1.344496933
          0,           0,         945,      -4.061172837,       1.335717543,      0.9156336819,       1.344719356
          0,           0,         946,      -4.063796931,       1.332953103,      0.9129274465,       1.344940259
          0,           0,         947,      -4.066417932,       1.330192487,      0.9102238345,       1.345159656
          0,           0,         948,      -4.069036363,        1.32743559,      0.9075232005,       1.345377559
          0,           0,         949,      -4.071652556,       1.324682104,      0.9048255216,       1.345593982
          0,           0,         950,      -4.074266136,       1.321932069,       0.902130834,       1.345808937
          0,           0,         951,       -4.07687676,       1.319185683,      0.8994390425,       1.346022435
          0,           0,         952,       -4.07948419,       1.316442961,      0.8967500566,        1.34623449
          0,           0,         953,      -4.082088253,       1.313703868,       0.894063739,       1.346445113
          0,           0,         954,      -4.084688838,       1.310968367,      0.8913800165,       1.346654316
          0,           0,         955,      -4.087286043,       1.308236374,      0.8886988867,       1.346862111
          0,           0,         956,      -4.089880166,       1.305507469,      0.8860203394,        1.34706851
          0,           0,         957,      -4.092471597,       1.302781733,      0.8833441689,       1.347273524
          0,           0,         958,       -4.09506059,       1.300059082,      0.8806703396,       1.347477164
          0,           0,         959,      -4.097647327,       1.297339554,      0.8779988923,       1.347679442
          0,           0,         960,      -4.100232028,       1.294623598,      0.8753297254,       1.347880369
          0,           0,         961,      -4.102814654,       1.291910703,      0.8726628053,       1.348079955
          0,           0,         962,      -4.105395327,       1.289180061,      0.8699986505,       1.348278212
          0,           0,         963,      -4.107979044,        1.28644968,      0.8673351751,       1.348475146
          0,           0,         964,      -4.110561448,       1.283732838,      0.8646734572,       1.348670768
          0,           0,         965,      -4.113138889,       1.281024405,      0.8620155579,        1.34886509
          0,           0,         966,      -4.115712231,        1.27832142,      0.8593609333,       1.349058123
          0,           0,         967,      -4.118282386,       1.275622499,      0.8567092903,       1.349249879
          0,           0,         968,      -4.120850524,       1.272926919,      0.8540607553,       1.349440366
          0,           0,         969,      -4.123417959,       1.270234016,      0.8514149475,       1.349629596
          0,           0,         970,      -4.125985487,         1.2675433,      0.8487713697,       1.349817578
          0,           0,         971,      -4.128552963,       1.264854693,      0.8461295958,       1.350004321
          0,           0,         972,      -4.131119735,       1.262168334,      0.8434890626,       1.350189835
          0,           0,         973,      -4.133685304,       1.259485998,      0.8408492982,        1.35037413
          0,           0,         974,      -4.136248946,       1.256813734,      0.8382069981,       1.350557214
          0,           0,         975,      -4.138811403,       1.254149609,      0.8355577013,       1.350739095
          0,           0,         976,       -4.14136984,       1.251489221,      0.8329065824,       1.350919781
          0,           0,         977,      -4.143927051,       1.248828507,      0.8302590442,       1.351099279
          0,           0,         978,      -4.146487898,        1.24616328,      0.8276176146,       1.351277602
          0,           0,         979,      -4.149051411,         1.2435042,      0.8249838553,       1.351454757
          0,           0,         980,      -4.151616996,       1.240854928,      0.8223604638,       1.351630755
          0,           0,         981,      -4.154185291,       1.238207575,      0.8197433107,       1.351805606
          0,           0,         982,      -4.156755364,       1.235557496,      0.8171281927,       1.351979318
          0,           0,         983,      -4.159322568,       1.232905308,      0.8145150556,       1.352151901
          0,           0,         984,      -4.161880508,        1.23025419,      0.8119062662,       1.352323363
          0,           0,         985,      -4.164428111,       1.227606051,      0.8093041522,       1.352493713
          0,           0,         986,      -4.166969998,       1.224959474,      0.8067091806,       1.352662958
          0,           0,         987,      -4.169509897,       1.222313145,       0.804120662,       1.352831108
          0,           0,         988,      -4.172048471,       1.219667646,      0.8015378142,       1.352998169
          0,           0,         989,      -4.174585519,        1.21702411,       0.798958962,       1.353164149
          0,           0,         990,      -4.177120911,       1.214382501,      0.7963811123,       1.353329054
          0,           0,         991,      -4.179657603,       1.211745368,      0.7938039566,       1.353492893
          0,           0,         992,      -4.182191475,       1.209108366,      0.7912231277,       1.353655675
          0,           0,         993,      -4.184720177,       1.206472473,      0.7886394767,       1.353817407
          0,           0,         994,      -4.187244266,       1.203838221,      0.7860556791,       1.353978097
          0,           0,         995,      -4.189765594,       1.201205742,      0.7834721303,       1.354137752
          0,           0,         996,      -4.192287081,       1.198574482,      0.7808875532,       1.354296381
          0,           0,         997,      -4.194810724,       1.195943664,      0.7783001652,        1.35445399
          0,           0,         998,      -4.197336255,       1.193313354,      0.7757086594,       1.354610586
          0,           0,         999,       -4.19986255,        1.19068403,      0.7731124315,       1.354766177
          0,           0,        1000,      -4.202389428,         1.1880557,      0.7705113752,        1.35492077
          0,           0,        1001,      -4.204917813,       1.185427831,      0.7679059822,       1.355074371
          0,           0,        1002,      -4.207448994,       1.182799772,      0.7652974532,       1.355226987
          0,           0,        1003,      -4.209984095,       1.180171007,      0.7626872448,       1.355378626
          0,           0,        1004,      -4.212523885,       1.177541162,      0.7600763777,       1.355529295
          0,           0,        1005,       -4.21506872,        1.17491013,      0.7574651179,          1.355679
          0,           0,        1006,      -4.217618474,       1.172278253,      0.7548537141,       1.355827749
          0,           0,        1007,      -4.220172584,       1.169645823,      0.7522417749,       1.355975546
          0,           0,        1008,      -4.222730379,       1.167013037,      0.7496290338,       1.356122401
          0,           0,        1009,      -4.225291349,       1.164379843,        0.74701592,       1.356268318
          0,           0,        1010,      -4.227855234,        1.16174615,      0.7444029375,       1.356413305
          0,           0,        1011,      -4.230422236,        1.15911185,      0.7417905189,       1.356557367
          0,           0,        1012,      -4.232992662,       1.156476808,      0.7391789003,       1.356700512
          0,           0,        1013,      -4.235566803,       1.153841038,      0.7365681208,       1.356842745
          0,           0,        1014,      -4.238144892,       1.151204532,      0.7339580636,       1.356984073
          0,           0,        1015,      -4.240726959,        1.14856728,      0.7313495362,       1.357124503
          0,           0,        1016,      -4.243312802,       1.145929566,      0.7287415659,       1.357264039
          0,           0,        1017,      -4.245902059,       1.143291141,      0.7261338587,       1.357402689
          0,           0,        1018,      -4.248494231,       1.140652113,      0.7235267394,       1.357540459
          0,           0,        1019,      -4.251088827,        1.13801263,      0.7209203079,       1.357677354
          0,           0,        1020,      -4.253685477,       1.135372675,      0.7183146079,       1.357813381
          0,           0,        1021,      -4.256283714,       1.132732284,      0.7157097063,       1.357948545
          0,           0,        1022,      -4.258883197,       1.130091557,      0.7131055509,       1.358082852
          0,           0,        1023,      -4.261483871,       1.127450502,      0.7105019585,       1.358216309
          0,           0,        1024,      -4.264085719,       1.124809041,      0.7078987234,        1.35834892
          0,           0,        1025,      -4.266688595,       1.122167189,       0.705295736,       1.358480692
          0,           0,        1026,      -4.269292351,       1.119524995,      0.7026929825,        1.35861163
          0,           0,        1027,       -4.27189687,       1.116882478,      0.7000904941,        1.35874174
          0,           0,        1028,      -4.274501989,        1.11423987,        0.69748824,       1.358871028
          0,           0,        1029,      -4.277107536,        1.11159752,       0.694886376,       1.358999499
          0,           0,        1030,      -4.279713285,       1.108955387,      0.6922853355,       1.359127159
          0,           0,        1031,      -4.282318833,         1.1063133,      0.6896852556,       1.359254013
          0,           0,        1032,      -4.284923758,       1.103671242,      0.6870860445,       1.359380066
          0,           0,        1033,      -4.287527611,       1.101029314,      0.6844874844,       1.359505324
          0,           0,        1034,      -4.290129892,       1.098387671,      0.6818894844,       1.359629793
          0,           0,        1035,      -4.292730338,       1.095746426,      0.6792920922,       1.359753477
          0,           0,        1036,      -4.295329142,       1.093105507,      0.6766953086,       1.359876381
          0,           0,        1037,       -4.29792664,        1.09046474,      0.6740989768,       1.359998512
          0,           0,        1038,      -4.300522933,       1.087824107,      0.6715028721,       1.360119874
          0,           0,        1039,      -4.303117938,       1.085187186,       0.668906808,       1.360240472
          0,           0,        1040,      -4.305710425,       1.082562893,       0.666306409,       1.360360309
          0,           0,        1041,      -4.308300958,        1.07994793,      0.6636944674,       1.360479391
          0,           0,        1042,       -4.31088503,       1.077335528,      0.6610772294,       1.360597721
          0,           0,        1043,      -4.313465152,       1.074720347,        0.65846245,       1.360715302
          0,           0,        1044,      -4.316047872,       1.072096757,      0.6558540284,       1.360832143
          0,           0,        1045,      -4.318632899,       1.069465286,      0.6532549049,       1.360948248
          0,           0,        1046,      -4.321217915,       1.066830345,      0.6506664673,       1.361063624
          0,           0,        1047,      -4.323803558,       1.064193803,      0.6480872108,       1.361178275
          0,           0,        1048,      -4.326390293,       1.061555924,      0.6455140737,       1.361292208
          0,           0,        1049,      -4.328975977,       1.058917931,      0.6429433511,       1.361405427
          0,           0,        1050,       -4.33155716,       1.056281582,      0.6403717069,       1.361517936
          0,           0,        1051,      -4.334131233,       1.053647929,      0.6377973912,       1.361629742
          0,           0,        1052,       -4.33669761,       1.051017081,      0.6352199988,       1.361740847
          0,           0,        1053,      -4.339257983,       1.048388414,      0.6326396736,       1.361851257
          0,           0,        1054,      -4.341816009,       1.045760658,      0.6300568975,       1.361960977
          0,           0,        1055,      -4.344376273,        1.04313184,      0.6274722867,        1.36207001
          0,           0,        1056,      -4.346942558,       1.040500994,      0.6248858696,        1.36217836
          0,           0,        1057,      -4.349516174,       1.037867881,      0.6222976378,       1.362286128
          0,           0,        1058,      -4.352095921,       1.035256552,      0.6197069189,       1.362393151
          0,           0,        1059,      -4.354689709,       1.032648132,      0.6171262214,        1.36249947
          0,           0,        1060,      -4.357286158,       1.030031307,      0.6145346316,        1.36260512
          0,           0,        1061,      -4.359877972,       1.027410479,      0.6119372559,       1.362710111
          0,           0,        1062,      -4.362463509,       1.024787115,       0.609341147,       1.362814446
          0,           0,        1063,      -4.365043038,       1.022162922,       0.606749874,        1.36291813
          0,           0,        1064,      -4.367621211,       1.019537557,      0.6041635988,       1.363021166
          0,           0,        1065,      -4.370203366,       1.016909231,      0.6015804826,       1.363123559
          0,           0,        1066,      -4.372789885,       1.014278259,      0.5989991387,       1.363225313
          0,           0,        1067,      -4.375378312,       1.011646651,      0.5964186955,       1.363326432
          0,           0,        1068,      -4.377967148,       1.009015473,      0.5938377153,        1.36342692
          0,           0,        1069,      -4.380555972,        1.00638484,      0.5912547398,       1.363526781
          0,           0,        1070,      -4.383144749,       1.003754756,      0.5886695543,       1.363626019
          0,           0,        1071,      -4.385733863,       1.001124999,      0.5860830413,       1.363724638
          0,           0,        1072,      -4.388324062,      0.9984949706,      0.5834961055,       1.363822642
          0,           0,        1073,       -4.39091614,      0.9958643238,      0.5809088398,       1.363920036
          0,           0,        1074,      -4.393510697,      0.9932332394,      0.5783204929,       1.364016823
          0,           0,        1075,      -4.396107937,      0.9906018755,      0.5757303382,       1.364113007
          0,           0,        1076,      -4.398707526,       0.987970004,       0.573138081,       1.364208592
          0,           0,        1077,      -4.401309139,      0.9853378948,      0.5705436536,       1.364303582
          0,           0,        1078,      -4.403912715,      0.9827049157,      0.5679475911,       1.364397981
          0,           0,        1079,      -4.406518539,      0.9800707273,      0.5653506346,       1.364491792
          0,           0,        1080,      -4.409126725,      0.9774352103,      0.5627530585,       1.364585019
          0,           0,        1081,      -4.411736973,      0.9747986352,      0.5601552495,       1.364677666
          0,           0,        1082,      -4.414349234,       0.972161352,      0.5575572339,       1.364769737
          0,           0,        1083,      -4.416963649,      0.9695230856,      0.5549587739,       1.364861235
          0,           0,        1084,      -4.419580301,      0.9668838414,      0.5523593825,       1.364952165
          0,           0,        1085,      -4.422199059,      0.9642435935,      0.5497587254,       1.365042529
          0,           0,        1086,      -4.424819631,      0.9616023826,      0.5471568171,       1.365132331
          0,           0,        1087,       -4.42744176,      0.9589617334,      0.5445540169,       1.365221576
          0,           0,        1088,      -4.430065329,      0.9563200591,      0.5419512704,       1.365310266
          0,           0,        1089,      -4.432690537,      0.9536771742,      0.5393489799,       1.365398405
          0,           0,        1090,      -4.435317113,      0.9510326016,      0.5367475315,       1.365485997
          0,           0,        1091,      -4.437944829,      0.9483869855,      0.5341486427,       1.365573045
          0,           0,        1092,      -4.440573946,       0.945740598,       0.531549749,       1.365659553
          0,           0,        1093,      -4.443204533,       0.943093401,      0.5289509779,       1.365745524
          0,           0,        1094,      -4.445836257,      0.9404454949,      0.5263520179,       1.365830961
          0,           0,        1095,      -4.448468364,       0.937797419,      0.5237525883,       1.365915868
          0,           0,        1096,      -4.451100437,      0.9351494427,      0.5211525452,       1.366000249
          0,           0,        1097,      -4.453732259,      0.9325011507,      0.5185519585,       1.366084107
          0,           0,        1098,      -4.456363772,      0.9298526677,      0.5159508312,       1.366167444
          0,           0,        1099,      -4.458995222,      0.9272039606,      0.5133492915,       1.366250265
          0,           0,        1100,      -4.461626977,      0.9245548366,      0.5107475207,       1.366332573
          0,           0,        1101,      -4.464259181,      0.9219052364,      0.5081455823,       1.366414371
          0,           0,        1102,      -4.466891806,      0.9192552575,      0.5055434353,       1.366495663
          0,           0,        1103,      -4.469524661,      0.9166050077,      0.5029410093,       1.366576451
          0,           0,        1104,       -4.47215737,      0.9139546371,      0.5003382715,       1.366656738
          0,           0,        1105,      -4.474789597,      0.9113042883,      0.4977352514,       1.366736529
          0,           0,        1106,      -4.477421191,      0.9086539872,      0.4951320259,       1.366815825
          0,           0,        1107,      -4.480052149,      0.9060037009,      0.4925286727,       1.366894631
          0,           0,        1108,      -4.482682545,      0.9033533942,      0.4899252408,        1.36697295
          0,           0,        1109,      -4.485312489,      0.9007030456,      0.4873217134,       1.367050784
          0,           0,        1110,      -4.487942088,      0.8980526505,      0.4847181133,       1.367128136
          0,           0,        1111,      -4.490571433,      0.8954022149,      0.4821144434,       1.367205011
          0,           0,        1112,       -4.49320059,      0.8927517487,       0.479510763,        1.36728141
          0,           0,        1113,      -4.495829591,      0.8901012622,       0.476907153,       1.367357337
          0,           0,        1114,      -4.498458443,      0.8874507676,       0.474303738,       1.367432795
          0,           0,        1115,       -4.50108711,      0.8848002913,      0.4717006183,       1.367507787
          0,           0,        1116,      -4.503715516,      0.8821498842,      0.4690978439,       1.367582315
          0,           0,        1117,      -4.506343582,      0.8794996056,      0.4664954177,       1.367656383
          0,           0,        1118,      -4.508971258,      0.8768494934,      0.4638932995,       1.367729994
          0,           0,        1119,      -4.511598533,      0.8741995728,       0.461291422,        1.36780315
          0,           0,        1120,      -4.514225449,      0.8715498499,       0.458689718,       1.367875855
          0,           0,        1121,      -4.516852076,      0.8689003158,       0.456088143,       1.367948111
          0,           0,        1122,       -4.51947849,      0.8662509551,      0.4534866886,       1.368019921
          0,           0,        1123,      -4.522104768,       0.863601747,      0.4508853802,       1.368091289
          0,           0,        1124,      -4.524730985,      0.8609526682,      0.4482842647,       1.368162216
          0,           0,        1125,      -4.527357196,      0.8583037029,      0.4456833961,       1.368232706
          0,           0,        1126,      -4.529983435,      0.8556548487,      0.4430828206,       1.368302761
          0,           0,        1127,      -4.532609708,      0.8530061154,       0.440482565,       1.368372385
          0,           0,        1128,      -4.535235994,      0.8503600997,      0.4378825731,       1.368441579
          0,           0,        1129,      -4.537862554,      0.8477297929,      0.4352829307,       1.368510347
          0,           0,        1130,      -4.540490919,      0.8451081992,      0.4326848005,       1.368578691
          0,           0,        1131,      -4.543120507,       0.842484763,      0.4300830894,       1.368646614
          0,           0,        1132,      -4.545749552,      0.8398571665,      0.4274781295,       1.368714119
          0,           0,        1133,      -4.548373994,      0.8372264888,      0.4248743885,       1.368781209
          0,           0,        1134,      -4.550990848,      0.8345952785,      0.4222766597,       1.368847885
          0,           0,        1135,      -4.553603917,      0.8319636376,      0.4196873171,       1.368914151
          0,           0,        1136,      -4.556218836,      0.8293292707,      0.4171062546,        1.36898001
          0,           0,        1137,      -4.558836011,      0.8266928545,      0.4145327839,       1.369045464
          0,           0,        1138,      -4.561451899,      0.8240564617,      0.4119658663,       1.369110515
          0,           0,        1139,      -4.564063003,      0.8214218137,      0.4094030124,       1.369175166
          0,           0,        1140,      -4.566667204,      0.8187899777,      0.4068406117,       1.369239419
          0,           0,        1141,      -4.569263676,      0.8161613405,      0.4042762586,       1.369303278
          0,           0,        1142,      -4.571853131,      0.8135354384,      0.4017093597,       1.369366744
          0,           0,        1143,        -4.5744372,        0.81091122,      0.3991405239,       1.369429821
          0,           0,        1144,      -4.577018448,      0.8082876357,       0.396570245,        1.36949251
          0,           0,        1145,      -4.579599571,      0.8056637832,      0.3939982727,       1.369554815
          0,           0,        1146,      -4.582182234,      0.8030394299,      0.3914240014,       1.369616738
          0,           0,        1147,      -4.584766877,      0.8004148369,      0.3888471583,        1.36967828
          0,           0,        1148,      -4.587353141,      0.7977902001,       0.386267923,       1.369739445
          0,           0,        1149,      -4.589940372,      0.7951656282,      0.3836866342,       1.369800235
          0,           0,        1150,      -4.592527821,      0.7925411317,      0.3811036384,       1.369860652
          0,           0,        1151,        -4.5951148,       0.789916809,      0.3785193215,       1.369920698
          0,           0,        1152,       -4.59770092,      0.7872927588,      0.3759338916,       1.369980376
          0,           0,        1153,      -4.600286212,       0.784668997,      0.3733473095,       1.370039688
          0,           0,        1154,      -4.602871231,      0.7820453985,      0.3707593212,       1.370098636
          0,           0,        1155,      -4.605456999,      0.7794216688,      0.3681696064,       1.370157223
          0,           0,        1156,      -4.608044678,       0.776767583,      0.3655780381,       1.370215452
          0,           0,        1157,      -4.610641835,      0.7741066319,      0.3629827358,       1.370273322
          0,           0,        1158,      -4.613243406,      0.7714606767,      0.3603858043,       1.370330837
          0,           0,        1159,       -4.61584445,      0.7688229704,      0.3577890843,       1.370387999
          0,           0,        1160,      -4.618446373,      0.7661888527,      0.3551932213,       1.370444811
          0,           0,        1161,       -4.62104954,      0.7635564595,      0.3525990117,       1.370501275
          0,           0,        1162,      -4.623653918,      0.7609252809,      0.3500065073,       1.370557393
          0,           0,        1163,      -4.626259958,      0.7582948706,      0.3474152506,       1.370613168
          0,           0,        1164,      -4.628868099,      0.7556646231,      0.3448246107,       1.370668602
          0,           0,        1165,      -4.631478046,      0.7530343009,      0.3422339539,       1.370723697
          0,           0,        1166,      -4.634089123,      0.7504040802,       0.339642723,       1.370778454
          0,           0,        1167,      -4.636701098,      0.7477740376,      0.3370504946,       1.370832878
          0,           0,        1168,      -4.639314313,      0.7451439952,      0.3344571909,       1.370886968
          0,           0,        1169,       -4.64192933,      0.7425136634,      0.3318631829,       1.370940728
          0,           0,        1170,      -4.644546792,      0.7398827792,      0.3292690501,        1.37099416
          0,           0,        1171,        -4.6471671,      0.7372510989,      0.3266753633,       1.371047265
          0,           0,        1172,      -4.649790219,      0.7346186464,      0.3240824634,       1.371100047
          0,           0,        1173,      -4.652415688,      0.7319856564,      0.3214903879,       1.371152506
          0,           0,        1174,       -4.65504267,      0.7293524899,      0.3188990201,       1.371204644
          0,           0,        1175,      -4.657670179,      0.7267195013,      0.3163082465,       1.371256465
          0,           0,        1176,      -4.660297405,      0.7240869117,      0.3137180088,       1.371307969
          0,           0,        1177,      -4.662923905,      0.7214547744,        0.31112827,       1.371359159
          0,           0,        1178,       -4.66554959,      0.7188230415,      0.3085389767,       1.371410037
          0,           0,        1179,      -4.668174567,      0.7161916536,      0.3059500611,       1.371460605
          0,           0,        1180,      -4.670799008,      0.7135605846,      0.3033614589,       1.371510864
          0,           0,        1181,      -4.673423068,      0.7109298406,        0.30077312,       1.371560817
          0,           0,        1182,      -4.676046836,      0.7082994455,       0.298185025,       1.371610466
          0,           0,        1183,      -4.678670293,      0.7056694389,      0.2955972055,       1.371659813
          0,           0,        1184,      -4.681293268,      0.7030398863,      0.2930097527,       1.371708859
          0,           0,        1185,      -4.683915433,      0.7004108909,      0.2904227854,       1.371757606
          0,           0,        1186,      -4.686536366,      0.6977825839,      0.2878363951,       1.371806057
          0,           0,        1187,      -4.689155641,      0.6951550995,      0.2852506038,       1.371854212
          0,           0,        1188,      -4.691772921,       0.692528544,      0.2826653574,       1.371902075
          0,           0,        1189,      -4.694388021,      0.6899029719,      0.2800805493,       1.371949647
          0,           0,        1190,       -4.69700092,      0.6872783811,      0.2774960546,       1.371996929
          0,           0,        1191,      -4.699611726,      0.6846547284,      0.2749117661,       1.372043924
          0,           0,        1192,      -4.702220616,      0.6820319579,      0.2723276228,       1.372090633
          0,           0,        1193,       -4.70482777,      0.6794100274,      0.2697436222,       1.372137058
          0,           0,        1194,      -4.707433331,      0.6767889192,      0.2671598171,       1.372183201
          0,           0,        1195,      -4.710037379,      0.6741684746,      0.2645762998,       1.372229064
          0,           0,        1196,      -4.712639955,      0.6715487559,      0.2619931016,       1.372274649
          0,           0,        1197,      -4.715241038,      0.6689298889,      0.2594102523,       1.372319957
          0,           0,        1198,      -4.717840542,      0.6663119613,      0.2568278947,       1.372364989
          0,           0,        1199,      -4.720438387,      0.6636950203,      0.2542459894,       1.372409749
          0,           0,        1200,      -4.723034423,       0.661079097,      0.2516644259,       1.372454237
          0,           0,        1201,      -4.725628538,      0.6584642362,      0.2490831915,       1.372498455
          0,           0,        1202,      -4.728220846,      0.6558504191,      0.2465023074,       1.372542405
          0,           0,        1203,      -4.730811579,      0.6532375435,       0.243921735,       1.372586088
          0,           0,        1204,      -4.733400988,      0.6506255551,      0.2413414318,       1.372629507
          0,           0,        1205,      -4.735989292,      0.6480143924,      0.2387613994,       1.372672662
          0,           0,        1206,      -4.738576644,      0.6454040369,      0.2361816788,       1.372715556
          0,           0,        1207,      -4.741163187,      0.6427944801,      0.2336023112,        1.37275819
          0,           0,        1208,      -4.743749045,      0.6401856977,      0.2310233193,       1.372800567
          0,           0,        1209,      -4.746334273,      0.6375776795,      0.2284447231,       1.372842686
          0,           0,        1210,      -4.748918864,      0.6349708503,      0.2258665563,       1.372884551
          0,           0,        1211,      -4.751502783,      0.6323649913,       0.223289078,       1.372926162
          0,           0,        1212,      -4.754085977,      0.6297598124,      0.2207123532,       1.372967521
          0,           0,        1213,      -4.756668479,      0.6271554086,      0.2181361935,        1.37300863
          0,           0,        1214,      -4.759250348,      0.6245517828,      0.2155604977,       1.373049491
          0,           0,        1215,      -4.761831685,      0.6219488955,      0.2129852216,       1.373090104
          0,           0,        1216,      -4.764412516,      0.6193467178,      0.2104103223,       1.373130472
          0,           0,        1217,      -4.766992993,      0.6167452573,      0.2078357114,       1.373170596
          0,           0,        1218,      -4.769573272,      0.6141444128,      0.2052613021,       1.373210478
          0,           0,        1219,       -4.77215337,      0.6115441703,      0.2026870298,       1.373250118
          0,           0,        1220,      -4.774733299,      0.6089445553,      0.2001128769,        1.37328952
          0,           0,        1221,      -4.777313129,      0.6063455358,      0.1975388559,       1.373328683
          0,           0,        1222,      -4.779892925,      0.6037470676,      0.1949649854,        1.37336761
          0,           0,        1223,      -4.782472732,      0.6011491185,      0.1923912854,       1.373406301
          0,           0,        1224,      -4.785052577,      0.5985516628,      0.1898177785,        1.37344476
          0,           0,        1225,      -4.787632462,      0.5959546866,       0.187244482,       1.373482986
          0,           0,        1226,      -4.790212373,      0.5933581873,      0.1846714032,       1.373520982
          0,           0,        1227,       -4.79279229,      0.5907621654,      0.1820985477,       1.373558748
          0,           0,        1228,      -4.795372195,       0.588166617,       0.179525929,       1.373596287
          0,           0,        1229,       -4.79795208,      0.5855715348,      0.1769535688,         1.3736336
          0,           0,        1230,      -4.800531952,      0.5829769092,      0.1743814898,       1.373670687
          0,           0,        1231,      -4.803111812,      0.5803827325,      0.1718097075,       1.373707552
          0,           0,        1232,      -4.805691645,      0.5777890061,       0.169238229,       1.373744194
          0,           0,        1233,      -4.808271424,      0.5751957388,      0.1666670542,       1.373780615
          0,           0,        1234,      -4.810851107,      0.5726029403,      0.1640961768,       1.373816817
          0,           0,        1235,      -4.813430648,      0.5700106194,      0.1615255899,       1.373852801
          0,           0,        1236,      -4.816009994,      0.5674187832,      0.1589552897,       1.373888568
          0,           0,        1237,      -4.818589094,      0.5648274367,      0.1563852766,       1.373924121
          0,           0,        1238,      -4.821167896,      0.5622365843,      0.1538155541,       1.373959459
          0,           0,        1239,      -4.823746357,      0.5596462311,      0.1512461255,       1.373994584
          0,           0,        1240,      -4.826324436,      0.5570563825,      0.1486769916,       1.374029499
          0,           0,        1241,      -4.828902103,      0.5544670438,      0.1461081501,       1.374064203
          0,           0,        1242,       -4.83147933,        0.55187822,      0.1435395954,       1.374098699
          0,           0,        1243,      -4.834056088,      0.5492899164,      0.1409713203,       1.374132988
          0,           0,        1244,       -4.83663235,      0.5467021393,      0.1384033173,        1.37416707
          0,           0,        1245,      -4.839208083,      0.5441148954,      0.1358355806,       1.374200948
          0,           0,        1246,      -4.841783252,      0.5415281922,      0.1332681061,       1.374234622
          0,           0,        1247,       -4.84435782,      0.5389420369,      0.1307008911,       1.374268093
          0,           0,        1248,      -4.846931757,      0.5363564358,      0.1281339341,       1.374301364
          0,           0,        1249,      -4.849505036,       0.533771393,      0.1255672341,       1.374334435
          0,           0,        1250,      -4.852077636,      0.5311869111,      0.1230007899,       1.374367308
          0,           0,        1251,      -4.854649545,      0.5286029917,      0.1204345997,       1.374399983
          0,           0,        1252,      -4.857220755,      0.5260196351,      0.1178686606,       1.374432463
          0,           0,        1253,      -4.859791261,      0.5234368417,      0.1153029692,       1.374464747
          0,           0,        1254,      -4.862361065,      0.5208546126,      0.1127375229,       1.374496838
          0,           0,        1255,      -4.864930168,      0.5182729465,      0.1101723188,       1.374528736
          0,           0,        1256,      -4.867498575,      0.5156918432,      0.1076073546,       1.374560443
          0,           0,        1257,      -4.870066295,      0.5131113007,      0.1050426276,        1.37459196
          0,           0,        1258,      -4.872633334,       0.510531317,      0.1024781349,       1.374623288
          0,           0,        1259,      -4.875199704,      0.5079518893,     0.09991387373,       1.374654429
          0,           0,        1260,      -4.877765413,      0.5053730139,     0.09734984207,       1.374685383
          0,           0,        1261,      -4.880330476,      0.5027946856,     0.09478603815,       1.374716151
          0,           0,        1262,       -4.88289491,       0.500216899,     0.09222246039,       1.374746735
          0,           0,        1263,      -4.885458737,      0.4976396467,     0.08965910759,       1.374777136
