"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,          92,      -1.848557234,       3.510789927,        3.30318231,      -2.126380889
          0,           0,          93,       -1.88930322,        3.49036567,       3.281464263,      -2.117640308
          0,           0,          94,      -1.931152995,       3.468618824,       3.258463186,      -2.107995601
          0,           0,          95,        -1.9737707,         3.4458493,       3.234258275,      -2.097010288
          0,           0,          96,       -2.01673971,       3.422395282,       3.208956649,      -2.071510394
          0,           0,          97,      -2.059476103,       3.398605829,       3.182692725,       -2.04820487
          0,           0,          98,      -2.101412003,       3.374677765,       3.155629416,      -2.027433469
          0,           0,          99,      -2.141735233,       3.351562272,       3.128093526,      -2.007196123
          0,           0,         100,      -2.179943444,       3.328239458,       3.100213194,      -1.984869166
          0,           0,         101,      -2.214884629,       3.304798821,       3.072210577,      -1.961204199
          0,           0,         102,      -2.245978454,       3.274319872,       3.044234247,      -1.938283547
          0,           0,         103,      -2.247125084,       3.265469797,       3.015998697,      -1.916338432
          0,           0,         104,      -2.218056165,       3.275263091,       2.988431136,       -1.89422956
          0,           0,         105,      -2.179460861,       3.292902709,       2.961312949,      -1.871098653
          0,           0,         106,      -2.140013033,       3.313205586,       2.934523514,       -1.84671703
          0,           0,         107,      -2.107276858,       3.329821876,       2.907587199,       -1.82073599
          0,           0,         108,      -2.081181035,       3.342590787,       2.880875749,      -1.793122811
          0,           0,         109,      -2.060792638,       3.352312158,        2.85481417,      -1.763910731
          0,           0,         110,      -2.044551468,       3.359399384,       2.829772853,      -1.733081863
          0,           0,         111,      -2.031644027,       3.362608044,       2.806018282,      -1.700663775
          0,           0,         112,      -2.022852469,       3.362392173,       2.783760443,      -1.666872102
          0,           0,         113,      -2.017595697,       3.359059348,       2.763130153,      -1.631793757
          0,           0,         114,      -2.015404455,       3.352931313,       2.744110969,      -1.595511731
          0,           0,         115,       -2.01589519,       3.344266885,       2.726579107,      -1.558137842
          0,           0,         116,       -2.01873051,       3.333286572,       2.710354514,      -1.519746928
          0,           0,         117,      -2.023621473,       3.320179108,       2.695254162,       -1.48048214
          0,           0,         118,       -2.03034071,       3.305093727,       2.681133355,       -1.44047408
          0,           0,         119,       -2.03873485,       3.288141834,       2.667911667,      -1.399849623
          0,           0,         120,      -2.048724598,       3.269400217,       2.655558806,      -1.358733243
          0,           0,         121,      -2.060294212,       3.248899005,       2.644063823,      -1.317238512
          0,           0,         122,      -2.073478055,        3.22664664,       2.633392676,      -1.275484488
          0,           0,         123,      -2.088343061,       3.202635383,       2.623469676,      -1.233581172
          0,           0,         124,      -2.104968732,       3.176855864,       2.614177639,      -1.191638943
          0,           0,         125,      -2.123428318,       3.149303201,       2.605359789,      -1.149764871
          0,           0,         126,      -2.143789177,        3.11999395,       2.596850256,      -1.108063588
          0,           0,         127,      -2.166113111,       3.088992972,        2.58850161,      -1.066641775
          0,           0,         128,       -2.19045541,       3.056438916,       2.580193153,      -1.025591312
          0,           0,         129,      -2.216880859,       3.022550211,       2.571855929,     -0.9850093968
          0,           0,         130,      -2.245470992,       2.987654682,        2.56345679,     -0.9449680741
          0,           0,         131,      -2.276334857,       2.952240872,       2.554999371,     -0.9055408155
          0,           0,         132,      -2.309591148,       2.917064515,       2.546525446,     -0.8667951789
          0,           0,         133,      -2.345329147,       2.883132468,       2.538085726,      -0.828785338
          0,           0,         134,      -2.383530113,        2.85190798,       2.529719417,       -0.79156008
          0,           0,         135,      -2.423922978,       2.825177895,       2.521469584,     -0.7551617216
          0,           0,         136,      -2.465764844,       2.805146184,       2.513334833,     -0.7196222072
          0,           0,         137,      -2.507471445,       2.793630131,       2.505310763,     -0.6849663698
          0,           0,         138,      -2.546305486,        2.79196159,       2.497383797,     -0.6512183237
          0,           0,         139,      -2.578222896,       2.800061417,       2.489524202,     -0.6183993875
          0,           0,         140,      -2.598512579,       2.816611866,        2.48175702,     -0.5865314089
          0,           0,         141,      -2.603684261,       2.839483616,        2.47413188,     -0.5556392379
          0,           0,         142,      -2.593462209,       2.866207402,        2.46677708,     -0.5257472764
          0,           0,         143,      -2.571142334,       2.894837374,       2.459802663,     -0.4968784835
          0,           0,         144,      -2.541291983,       2.924135314,       2.453249876,     -0.4690445883
          0,           0,         145,       -2.50794729,       2.953110253,       2.447128503,     -0.4422504164
          0,           0,         146,      -2.474052324,       2.981135793,         2.4414474,     -0.4164819741
          0,           0,         147,      -2.441931027,       3.006995836,       2.435973071,     -0.3917121889
          0,           0,         148,      -2.415997265,       3.029037264,       2.430474931,     -0.3679092895
          0,           0,         149,      -2.391798208,       3.050371922,        2.42572468,     -0.3450533813
          0,           0,         150,      -2.369290278,       3.070966695,       2.421654588,     -0.3231408159
          0,           0,         151,      -2.348713532,       3.090805625,       2.418319199,     -0.3021944673
          0,           0,         152,      -2.330123163,        3.10983986,       2.415863085,       -0.28226769
          0,           0,         153,      -2.313356306,       3.128060155,       2.414460112,     -0.2634073846
          0,           0,         154,      -2.298207274,        3.14542457,       2.414236492,     -0.2455996963
          0,           0,         155,      -2.284392061,       3.161916206,       2.415303675,     -0.2287307835
          0,           0,         156,      -2.271543132,         3.1776389,       2.417724153,     -0.2126689698
          0,           0,         157,      -2.259289782,       3.192749925,       2.421490018,     -0.1972772095
          0,           0,         158,      -2.247288731,       3.207286087,       2.426590681,     -0.1825563796
          0,           0,         159,      -2.235207086,       3.221310814,       2.433106432,     -0.1686603396
          0,           0,         160,      -2.222809914,       3.234819438,       2.441113115,     -0.1558267353
          0,           0,         161,      -2.209945642,       3.247754288,       2.450609182,     -0.1441481884
          0,           0,         162,      -2.196569151,       3.260013945,       2.461531996,     -0.1334171894
          0,           0,         163,      -2.182760222,       3.271499318,       2.473704605,     -0.1232521508
          0,           0,         164,      -2.168693459,       3.282105037,       2.486910317,     -0.1133034136
          0,           0,         165,      -2.154556514,       3.291753505,       2.501013341,     -0.1035619884
          0,           0,         166,      -2.140506073,       3.300367114,        2.51593416,    -0.09441728363
          0,           0,         167,      -2.126608465,       3.307902339,       2.531490423,    -0.08629100718
          0,           0,         168,      -2.112911725,       3.314318168,       2.547468705,    -0.07924159753
          0,           0,         169,       -2.09945287,        3.31959018,       2.563645932,    -0.07285057844
          0,           0,         170,      -2.086308648,       3.323706846,       2.579817153,    -0.06663279854
          0,           0,         171,      -2.073544926,       3.326699098,       2.595839148,    -0.06035305549
          0,           0,         172,      -2.061194167,       3.328621792,       2.611642581,    -0.05445855598
          0,           0,         173,      -2.049247814,       3.329538343,       2.627183083,    -0.04963747507
          0,           0,         174,      -2.037681861,       3.329515311,         2.6424149,    -0.04594870258
          0,           0,         175,      -2.026481404,       3.328614701,       2.657290478,    -0.04295944375
          0,           0,         176,      -2.015682403,       3.326896804,       2.671794228,    -0.04046006638
          0,           0,         177,      -2.005308047,       3.324463763,        2.68595455,    -0.03860167321
          0,           0,         178,      -1.995409209,        3.32138427,       2.699786007,    -0.03811426725
          0,           0,         179,      -1.986019871,       3.317676578,       2.713319546,    -0.03967909252
          0,           0,         180,      -1.977204501,        3.31330332,       2.726569236,     -0.0433724397
          0,           0,         181,       -1.96905781,       3.308320327,        2.73956148,    -0.04851102844
          0,           0,         182,      -1.961627571,       3.302730658,       2.752238935,    -0.05349239839
          0,           0,         183,      -1.954976675,        3.29644241,       2.764504321,    -0.05878806116
          0,           0,         184,       -1.94922218,       3.289448161,       2.776401654,    -0.06387811583
          0,           0,         185,      -1.944464552,       3.281685976,        2.78787493,    -0.06968782127
          0,           0,         186,      -1.940781889,       3.273131401,       2.798853592,     -0.0765391139
          0,           0,         187,      -1.938197634,       3.263820035,       2.809264553,    -0.08440670541
          0,           0,         188,      -1.936778552,       3.253725219,       2.819094363,    -0.09567822199
          0,           0,         189,      -1.936493455,       3.243041566,       2.828260536,      -0.109196853
          0,           0,         190,      -1.937307126,       3.231865238,       2.836742856,     -0.1188863085
          0,           0,         191,      -1.939184211,       3.220311213,       2.844518354,     -0.1248904629
          0,           0,         192,      -1.942120544,       3.208407479,       2.851668352,     -0.1318670318
          0,           0,         193,      -1.946089562,       3.196132868,       2.858156145,     -0.1376716639
          0,           0,         194,      -1.951039099,       3.183559309,       2.863931261,     -0.1412706958
          0,           0,         195,      -1.956885367,       3.170621744,       2.868936273,     -0.1426305046
          0,           0,         196,      -1.963564127,       3.157364514,       2.873119122,     -0.1439801265
          0,           0,         197,      -1.971008249,       3.143877611,        2.87646112,     -0.1432486206
          0,           0,         198,      -1.979160931,       3.130205963,       2.878960122,     -0.1414297616
          0,           0,         199,      -1.987986997,       3.116404524,       2.880640305,     -0.1376027601
          0,           0,         200,       -1.99747092,       3.102489554,       2.881529503,      -0.133226208
          0,           0,         201,      -2.007601606,       3.088490713,       2.881665241,     -0.1290230277
          0,           0,         202,      -2.018373994,       3.074409364,       2.881097738,      -0.124818649
          0,           0,         203,      -2.029775726,       3.060254742,       2.879868935,     -0.1209674067
          0,           0,         204,      -2.041796324,       3.046032188,       2.878025024,     -0.1174026647
          0,           0,         205,       -2.05440878,       3.031753778,       2.875615519,     -0.1138051818
          0,           0,         206,      -2.067588016,       3.017434152,         2.8726814,     -0.1102107613
          0,           0,         207,      -2.081309796,       3.003080755,       2.869266882,     -0.1066557484
          0,           0,         208,      -2.095545854,       2.988696272,       2.865404943,     -0.1031497667
          0,           0,         209,      -2.110277003,       2.974281071,         2.8611298,    -0.09968849817
          0,           0,         210,      -2.125491831,       2.959834539,       2.856460797,    -0.09630168116
          0,           0,         211,      -2.141174928,       2.945366664,       2.851417429,    -0.09297109571
          0,           0,         212,      -2.157311543,       2.930885863,       2.846008721,    -0.08975339145
          0,           0,         213,      -2.173886906,       2.916411226,       2.840243439,    -0.08662305366
          0,           0,         214,      -2.190879098,       2.901974903,       2.834129258,     -0.0836605733
          0,           0,         215,      -2.208265831,       2.887608378,       2.827675071,     -0.0808175421
          0,           0,         216,      -2.226020875,       2.873354985,       2.820885592,    -0.07807503437
          0,           0,         217,      -2.244119117,       2.859262883,       2.813766266,    -0.07544661928
          0,           0,         218,      -2.262535164,       2.845386715,       2.806316498,    -0.07292069288
          0,           0,         219,      -2.281247031,       2.831781119,       2.798540115,    -0.07053045161
          0,           0,         220,      -2.300235721,       2.818501752,       2.790441155,     -0.0682599174
          0,           0,         221,      -2.319481425,       2.805606026,       2.782023029,    -0.06613557743
          0,           0,         222,      -2.338965001,       2.793149671,        2.77328851,    -0.06414572746
          0,           0,         223,      -2.358665974,       2.781188868,       2.764245451,    -0.06230812568
          0,           0,         224,      -2.378562677,       2.769777748,       2.754897691,    -0.06060336385
          0,           0,         225,      -2.398632897,       2.758967236,       2.745252272,    -0.05902767698
          0,           0,         226,      -2.418853475,       2.748804374,        2.73531475,    -0.05759463932
          0,           0,         227,      -2.439200691,        2.73932949,       2.725089279,    -0.05630330832
          0,           0,         228,      -2.459649372,       2.730573107,       2.714580736,    -0.05514364837
          0,           0,         229,        -2.4801724,        2.72255477,       2.703792788,     -0.0541138464
          0,           0,         230,      -2.500740064,       2.715280178,       2.692731309,     -0.0532122409
          0,           0,         231,      -2.521319747,       2.708746164,       2.681401808,    -0.05242487682
          0,           0,         232,      -2.541874632,       2.702938589,       2.669809354,     -0.0517462903
          0,           0,         233,      -2.562362447,       2.697832805,       2.657958854,    -0.05117426085
          0,           0,         234,      -2.582734624,       2.693392315,       2.645855323,    -0.05070876505
          0,           0,         235,      -2.602937346,       2.689572722,       2.633502644,    -0.05034535012
          0,           0,         236,      -2.622911399,        2.68631958,       2.620906279,    -0.05007546579
          0,           0,         237,      -2.642590763,        2.68357137,       2.608070568,    -0.04989737053
          0,           0,         238,      -2.661904249,       2.681259474,        2.59500228,    -0.04980929949
          0,           0,         239,      -2.680771822,       2.679316758,       2.581707794,    -0.04980864471
          0,           0,         240,      -2.699105521,       2.677674326,       2.568193915,    -0.04989225434
          0,           0,         241,      -2.716808343,       2.676258512,       2.554466556,    -0.05005990363
          0,           0,         242,      -2.733778291,       2.675006058,       2.540534965,    -0.05030706964
          0,           0,         243,      -2.749900147,       2.673857061,       2.526403484,    -0.05062995449
          0,           0,         244,      -2.765047028,       2.672750924,       2.512084898,    -0.05103309396
          0,           0,         245,      -2.779108137,       2.671627992,       2.497594744,    -0.05151092049
          0,           0,         246,      -2.791991674,       2.670436486,       2.482945726,    -0.05206066186
          0,           0,         247,      -2.803605983,       2.669133663,       2.468147737,    -0.05268728524
          0,           0,         248,      -2.813858768,       2.667672168,       2.453216229,    -0.05338356765
          0,           0,         249,      -2.822687806,       2.666017432,       2.438165082,    -0.05415167179
          0,           0,         250,      -2.830048356,       2.664133539,       2.423011109,     -0.0549910236
          0,           0,         251,        -2.8359318,       2.661995691,       2.407771717,    -0.05589817344
          0,           0,         252,      -2.840349762,       2.659584058,       2.392465478,    -0.05687571349
          0,           0,         253,      -2.843341168,       2.656879532,        2.37711231,    -0.05791923917
          0,           0,         254,      -2.844976794,       2.653864156,       2.361738027,    -0.05903250014
          0,           0,         255,      -2.845359591,       2.650509939,       2.346367922,    -0.06021126625
          0,           0,         256,      -2.844626712,       2.646807894,       2.331030339,    -0.06145701358
          0,           0,         257,      -2.842922244,        2.64273613,       2.315760763,     -0.0627667425
          0,           0,         258,       -2.84040156,       2.638272076,       2.300594458,    -0.06414110547
          0,           0,         259,      -2.837212014,       2.633396618,       2.285569037,    -0.06557870091
          0,           0,         260,      -2.833514903,       2.628095834,       2.270726877,    -0.06707921513
          0,           0,         261,      -2.829454724,       2.622356194,       2.256112271,    -0.06864250781
          0,           0,         262,      -2.825153659,       2.616166964,       2.241769598,    -0.07026779434
          0,           0,         263,      -2.820722537,       2.609516388,       2.227744359,    -0.07195268539
          0,           0,         264,      -2.816263222,       2.602394752,       2.214081729,    -0.07369657869
          0,           0,         265,      -2.811866948,       2.594785056,       2.200840196,    -0.07549804644
          0,           0,         266,      -2.807620581,       2.586691488,       2.188062687,    -0.07735614368
          0,           0,         267,      -2.803584756,       2.578113694,       2.175808987,     -0.0792699736
          0,           0,         268,      -2.799804318,       2.569060517,       2.164113541,    -0.08123866433
          0,           0,         269,      -2.796315145,       2.559546506,       2.153018393,    -0.08326142862
          0,           0,         270,      -2.793151757,        2.54958594,       2.142554209,     -0.0853381876
          0,           0,         271,      -2.790347956,       2.539192988,       2.132745444,    -0.08746629611
          0,           0,         272,      -2.787939022,       2.528383472,       2.123621817,    -0.08964755139
          0,           0,         273,       -2.78595852,       2.517163465,       2.115191254,    -0.09187760689
          0,           0,         274,      -2.784442641,       2.505536435,        2.10746498,    -0.09415969872
          0,           0,         275,      -2.783429849,       2.493497172,       2.100440623,    -0.09648851667
          0,           0,         276,      -2.782958077,       2.481022413,       2.094107899,    -0.09886713399
          0,           0,         277,      -2.783068125,        2.46810962,       2.088446172,     -0.1012885205
          0,           0,         278,      -2.783781934,       2.454740935,        2.08342427,     -0.1037561636
          0,           0,         279,      -2.785116252,       2.440900217,       2.078993497,     -0.1062623436
          0,           0,         280,      -2.787079273,       2.426576141,       2.075097106,     -0.1088093604
          0,           0,         281,      -2.789674322,       2.411760372,       2.071671052,     -0.1113919937
          0,           0,         282,      -2.792901915,       2.396446477,       2.068645465,     -0.1140099754
          0,           0,         283,      -2.796761262,       2.380626519,       2.065946332,     -0.1166598778
          0,           0,         284,      -2.801248726,       2.364307631,       2.063499058,     -0.1193405392
          0,           0,         285,      -2.806361262,       2.347494845,       2.061225999,     -0.1220488829
          0,           0,         286,       -2.81210203,       2.330196713,       2.059059067,     -0.1247850843
          0,           0,         287,      -2.818471417,       2.312427556,       2.056920096,     -0.1275424964
          0,           0,         288,      -2.825472032,       2.294203226,       2.054747328,     -0.1303258443
          0,           0,         289,      -2.833109817,       2.275566798,       2.052469941,     -0.1331246582
          0,           0,         290,      -2.841388595,       2.256549062,       2.050034448,     -0.1359459728
          0,           0,         291,      -2.850316907,       2.237216317,       2.047386883,     -0.1387805399
          0,           0,         292,      -2.859897762,       2.217648743,        2.04447944,     -0.1416318681
          0,           0,         293,      -2.870135956,       2.197941711,       2.041267202,     -0.1444958628
          0,           0,         294,      -2.881037458,       2.178212092,       2.037712568,     -0.1473704986
          0,           0,         295,      -2.892611034,       2.158596192,       2.033783225,     -0.1502570452
          0,           0,         296,       -2.90486756,       2.139251883,        2.02945043,     -0.1531502956
          0,           0,         297,      -2.917819896,       2.120359221,       2.024687674,     -0.1560518996
          0,           0,         298,      -2.931481824,       2.102121242,       2.019470623,      -0.158957873
          0,           0,         299,      -2.945867158,       2.084761321,       2.013776493,     -0.1618686513
          0,           0,         300,      -2.960989356,       2.068517001,       2.007584741,     -0.1647830918
          0,           0,         301,      -2.976860611,       2.053627158,       2.000876627,      -0.167699473
          0,           0,         302,      -2.993491151,       2.040328658,       1.993633608,     -0.1706163664
          0,           0,         303,      -3.010889477,       2.028823033,       1.985840432,      -0.173534633
          0,           0,         304,      -3.029062604,       2.019268592,       1.977482915,     -0.1764501183
          0,           0,         305,      -3.048016038,       2.011763601,       1.968550036,     -0.1793682978
          0,           0,         306,      -3.067749946,       2.006335495,       1.959034818,     -0.1822812892
          0,           0,         307,      -3.088255615,       2.002938273,       1.948933221,     -0.1851969466
          0,           0,         308,       -3.10951168,       2.001461699,       1.938244452,     -0.1881041809
          0,           0,         309,      -3.131476884,       2.001745804,       1.926970576,     -0.1910120495
          0,           0,         310,      -3.154080297,       2.003598628,        1.91511819,     -0.1939180515
          0,           0,         311,      -3.177207491,       2.006815673,       1.902693845,     -0.1968126751
          0,           0,         312,       -3.20069349,       2.011189434,       1.889703095,     -0.1997133125
          0,           0,         313,      -3.224313086,       2.016518779,       1.876150544,     -0.2026023233
          0,           0,         314,      -3.247774681,       2.022610418,       1.862041064,      -0.205489694
          0,           0,         315,      -3.270719328,       2.029276614,       1.847377534,     -0.2083712691
          0,           0,         316,      -3.292726459,       2.036338362,       1.832162261,     -0.2112505218
          0,           0,         317,      -3.313323288,       2.043631939,       1.816405378,     -0.2141262522
          0,           0,         318,      -3.331996447,       2.051014563,       1.800123008,     -0.2169915549
          0,           0,         319,      -3.348221005,       2.058373695,       1.783339412,     -0.2198681806
          0,           0,         320,      -3.361504754,       2.065623883,        1.76608788,     -0.2227317203
          0,           0,         321,      -3.371440723,       2.072709847,       1.748418031,     -0.2255970602
          0,           0,         322,      -3.377758338,       2.079602388,       1.730388262,     -0.2284693214
          0,           0,         323,      -3.380368823,       2.086290129,       1.712068924,      -0.231334514
          0,           0,         324,      -3.379384695,       2.092770553,       1.693549481,     -0.2342052783
          0,           0,         325,      -3.375110035,       2.099042316,       1.674944399,     -0.2370732088
          0,           0,         326,      -3.367999474,       2.105101639,       1.656393277,     -0.2399446443
          0,           0,         327,      -3.358594235,         2.1109424,       1.638066494,     -0.2428248488
          0,           0,         328,      -3.347453713,       2.116557747,       1.620163316,     -0.2456998313
          0,           0,         329,      -3.335100993,       2.121941881,       1.602920744,     -0.2485859137
          0,           0,         330,      -3.321989089,       2.127093474,       1.586601599,     -0.2514701824
          0,           0,         331,      -3.308485169,        2.13201881,       1.571491647,     -0.2543604728
          0,           0,         332,      -3.294873731,       2.136720908,       1.557883639,     -0.2572656914
          0,           0,         333,      -3.281372203,       2.141210169,       1.546071568,     -0.2601625517
          0,           0,         334,      -3.268140497,       2.145497906,       1.536322197,     -0.2630713719
          0,           0,         335,       -3.25529498,       2.149595702,       1.528853807,     -0.2659837368
          0,           0,         336,      -3.242917484,       2.153515341,       1.523826967,     -0.2689090501
          0,           0,         337,      -3.231062799,       2.157268222,       1.521285285,     -0.2718420826
          0,           0,         338,      -3.219764101,       2.160864852,       1.521216866,     -0.2747736114
          0,           0,         339,      -3.209039358,       2.164315299,       1.523509443,     -0.2777184113
          0,           0,         340,      -3.198892883,       2.167632432,       1.527974392,     -0.2806636416
          0,           0,         341,      -3.189315895,       2.170837219,       1.534366463,     -0.2836193607
          0,           0,         342,      -3.180289115,       2.173929617,       1.542404273,     -0.2865798043
          0,           0,         343,      -3.171798644,       2.176919741,       1.551791063,     -0.2895503216
          0,           0,         344,      -3.163826106,       2.179818331,       1.562243068,     -0.2925253216
          0,           0,         345,      -3.156350149,       2.182637286,       1.573495369,     -0.2955027717
          0,           0,         346,      -3.149343902,       2.185399214,        1.58531261,      -0.298484625
          0,           0,         347,      -3.142775874,       2.188113364,       1.597489268,     -0.3014770776
          0,           0,         348,      -3.136622308,       2.190788986,       1.609857277,     -0.3044746586
